	iid	truth	pred	score	others	diff
2900	c0cd2c04-3746-427a-a20b-a9758ba37feb	FTL6-WT	FTL6-WT	8.014087216905505	9.3990433913576	14.73507586660956
2901	c0d42edd-e646-473b-89c6-fb7e7d2004b9	YDAO	YDAO	5.9163571843515514	7.626823279913903	22.426979527204416
2902	c0d5a051-f258-4539-aa25-82c5b36b9850	FTL6-WT	FTL6-WT	10.43793627802047	12.745458681631403	18.10466348250382
2903	c116e767-2bd6-4ee6-837f-f3e15dea7c64	TPP1-ThiM	TPP1-ThiM	6.222191293266571	6.935628569256174	10.286555412613705
2904	c1234d02-8c9b-46ac-8249-7f44b6738a97	LYSC	LYSC	6.812644929340876	7.93633730005913	14.158828288584488
2905	c134435f-676b-4183-bcdb-f9a7369bf5fe	MRPS21-Father	MRPS21-Father	7.185742321445878	10.344671451470525	30.536775815877608
2906	c1465c7a-f31a-4c97-ab1e-b686b851fe5e	FTL6-WT	FTL6-WT	9.624576800785801	12.649577282361783	23.913846400179377
2907	c1564030-aec3-4e5d-b8f3-1cadfeb4e4ae	TPP1-ThiM	TPP1-ThiM	11.80897747598023	14.130947627527476	16.43180777928852
2908	c15d42f9-0281-4969-a880-e201fe5d517e	GUA1	GUA1	11.694509039199907	14.699220879845253	20.441300019957097
2909	c164adff-016d-40f6-ba6d-ee92d89f30de	MRPS21-Father	MRPS21-Father	7.229554905942504	9.981662470291353	27.571635211469115
2910	c177c96d-0cbf-4516-81b7-9075a6e4f4da	SAM1	SAM1	9.448958364086414	13.769749624183586	31.378865832888035
2911	c17f3dbd-3b1c-44e9-b763-1fbb8c1d1b7a	SAM1	SAM1	12.07770459547128	14.607583863970646	17.318943995517763
2912	c18aecb1-8fb9-44ac-b8c8-088cc10c5a41	FTL6-WT	FTL6-WT	6.917926640720993	8.00588728400292	13.58950737984847
2913	c198cf4a-2089-4e00-89f6-1cddca3070d9	YKOK	YKOK	9.230984057471009	10.638432752155357	13.229849992699325
2914	c1a086a4-3a47-4daf-98b5-e5597da5246f	YKOK	YKOK	7.636816542424582	8.712205436491756	12.343474931879163
2915	c1a5ce8d-00ac-4782-995c-af9fdaae7a84	DEN-WT	DEN-WT	5.267957676974138	7.133411019435456	26.15093028256419
2916	c1bc8288-3f56-4821-b428-2c8f9cf90830	TPP1-ThiM	TPP1-ThiM	8.850347397567123	9.487028281802015	6.711067631749035
2917	c1de97fa-6a58-441d-b41c-a6a423107aca	LYSC	LYSC	6.666266299988725	7.631615876962525	12.649347039175415
2918	c1e28d30-d8c5-4f0f-af3c-27e16837f6f3	MRPS21-Father	MRPS21-Father	8.32617996537583	9.65480435995545	13.761277236131905
2919	c20638da-cf59-42ff-83ef-3c8a78df154b	FTL6-WT	FTL6-WT	9.41617976649028	12.414750981736328	24.153293285200206
2920	c20975c5-3865-4f40-97f4-296da8d3ae35	FTL6-WT	FTL6-WT	12.085808411408586	14.188825037576043	14.82164041489039
2921	c21305df-edde-45e0-846b-1b8d40d890fd	MRPS21-Father	RPS12	3.199606380959471	3.5519103668880136	9.918718366680295
2922	c213d0b3-7764-4ca3-9eba-85a07c15797b	DEN-WT	DEN-WT	9.922325868758305	11.881287784413814	16.48779114857673
2923	c2155c46-a3fb-4291-b52a-62e4e4a69e8e	SAM1	SAM1	10.04338153480309	10.867499359970054	7.583325269864422
2924	c223950d-c60f-41f6-a765-94cef4934311	YDAO	DEN-WT	10.795666994396711	11.295939458912875	4.428781389417162
2925	c229700a-85fa-466b-b2d9-9167adc973b8	FTL6-WT	FTL6-WT	7.997514271825025	9.553865522721326	16.290277973820473
2926	c22b1dc8-1874-4f48-8e20-438ead1fc27e	MRPS21-Father	MRPS21-Father	5.8240253574183924	6.448039310144878	9.677576744060904
2927	c2327609-bc8d-40ff-9d0a-69c51bc5e1e4	YVRC	YVRC	7.3936583275493595	9.656381684068288	23.432414237023306
2928	c23d62f3-17b4-4cb3-ad25-b1cabfe9b68d	LYSC	LYSC	6.394783387748346	7.859906345063702	18.6404632955392
2929	c246057f-97d9-4769-9838-9903a989cd1b	YVRC	YVRC	8.222588770423451	9.97263738699854	17.54850345663476
2930	c2577d3f-0351-4b5f-9f4e-fec9b65e7ceb	YDAO	YDAO	7.213950340543139	8.274678818839059	12.818968584991437
2931	c266d55c-8987-43c2-a1be-51b2b3b57116	GUA1	GUA1	10.78741013171198	13.841738987569437	22.066077525377377
2932	c29a2c45-b993-4f7f-bdf0-c69aac3a3944	SAM1	TPP1-ThiM	5.946455142448748	6.246741281196652	4.807084609887663
2933	c2eb163a-d853-4662-81ed-255a197d54a9	YVRC	YVRC	8.604055387814325	10.351909529800364	16.88436454119346
2934	c2f508a3-d1fd-4e95-954f-6f709c2e354c	YKOK	YKOK	7.1118117891328545	8.68670975832792	18.129971105402895
2935	c2ff5338-38fd-4c12-ae69-5c174d5c6e72	GUA1	GUA1	8.78840531641015	11.16125706595618	21.259717749747466
2936	c30f3fc1-29f6-4485-9126-b924844993bc	YKOK	YKOK	7.3825884542619296	8.783338099151635	15.947805140564963
2937	c343e6a6-c7cb-40d9-8110-d38e20f47b86	GUA1	GUA1	8.53038871816848	9.397719259178219	9.229159938595386
2938	c3465e6e-9e03-4289-9e49-25e7a64eef7d	YVRC	YVRC	8.091670063389886	10.196054679751606	20.639204893053662
2939	c35c39c7-3684-4fc8-a65a-d0801db1ba3d	DEN-WT	DEN-WT	6.230942445470026	7.26901701293878	14.280810811434216
2940	c3759643-cdf2-4795-b4cc-daf37c51e7c2	LYSC	LYSC	5.822719919500477	7.192938042505629	19.04949152777413
2941	c3b7dfae-702b-440e-ac3c-16006a4ab4c1	YVRC	YVRC	6.011826423223188	7.810483482622037	23.028754409388068
2942	c3bd99ce-7f45-4859-afb4-0e0b92710350	MRPS21-Father	YVRC	1.3699358348236799	1.5923271168499018	13.966431876521593
2943	c3c5c264-4bd8-41e3-a12e-6bf0abecc37c	MRPS21-Father	YKOK	5.0699652096898395	5.2759260333124764	3.9037852752709066
2944	c3e0863c-c0a2-4ee0-9c38-519e40f9388a	YKOK	YKOK	6.483248603404275	8.776686218709221	26.131019819485356
2945	c4288a29-966b-4e6b-8030-6ed78f2c5575	MRPS21-Father	SCR1	1.9055292244073543	2.1960887852757454	13.230774767237282
2946	c42dc245-482c-4f1f-81de-fb8c8a09bd5e	DEN-WT	DEN-WT	8.953884062034524	11.56171648330471	22.555754805403986
2947	c430802e-e0cd-4bf3-b13e-d202b66b2a0b	TPP1-ThiM	TPP1-ThiM	10.16958375812205	10.562649463399243	3.7212794634453177
2948	c457db52-b796-46b4-8417-27039edc7d18	YVRC	YVRC	6.62708497437657	8.435446878048902	21.437653864884535
2949	c464b609-3ee6-4701-9ab5-f811d4cde278	FTL6-WT	TPP1-ThiM	8.880220945000232	9.553175713193728	7.04430430672482
2950	c47777fd-64dc-44ea-b6a4-38d703563c2f	LYSC	LYSC	7.836643418172543	9.1355492736129	14.21814733342979
2951	c47c3a7a-cdec-4c35-9f85-01703104a77b	YKOK	YKOK	6.284481115679207	7.995747793535939	21.402209299800372
2952	c4ae71a2-1e70-4d41-9748-67cce19f4d9a	YVRC	YVRC	7.0788612181963115	9.715110050427592	27.13555295356897
2953	c4b51f84-ba6a-46bf-8d1c-a48a583c961a	YDAO	YDAO	6.847030469081064	7.562201459157975	9.457179816478238
2954	c4b685f4-976e-40cd-a246-50da46e533e2	YVRC	YVRC	6.6735396578826816	7.700995646338229	13.341859100311215
2955	c4bd62cf-0864-4503-a041-72b73abeb6f6	YVRC	YVRC	8.289928244796272	10.687605868402933	22.434188284349133
2956	c4c22c25-d7a9-433a-be90-f73bff6a8710	FTL6-WT	FTL6-WT	5.982889675832523	7.012183389574862	14.678647955394439
2957	c4c2c915-3d6a-46f9-bc99-14b76362ac05	FTL6-WT	FTL6-WT	8.416800811026299	10.008510655952483	15.903563473547655
2958	c4c795e7-d3a5-4922-9a04-e3cafe44283f	DEN-WT	DEN-WT	11.282395868031882	13.971316770249254	19.246009137400733
2959	c4ebe7fa-8355-4987-ba66-a93861e87359	DEN-WT	DEN-WT	8.500856589180772	11.440652177156414	25.69604898788498
2960	c4ed614f-3a26-46fa-b4e4-2e226ce21e0b	SAM1	SAM1	6.553042107661622	7.322446059049858	10.507471754432716
2961	c4fd9c40-5faa-4fba-b509-f5c107faa54e	TPP1-ThiM	TPP1-ThiM	10.986360336790105	13.935129749477492	21.160688602830938
2962	c4feb7b6-b123-446a-a75e-12264a95a985	YKOK	YKOK	7.424979911837905	8.692731888183843	14.584045529682236
2963	c50544c6-0c80-4465-8aad-94d6c66244d9	YKOK	YKOK	6.780082954433032	9.131371316415262	25.749564665663865
2964	c505ae21-9387-4cc5-b26f-a47ae185ab79	DEN-WT	DEN-WT	5.594164927843932	6.29013168293001	11.064422657076866
2965	c508eb87-2ca5-454f-a01f-056aea943bdc	TPP1-ThiM	TPP1-ThiM	11.338550311157901	13.953293635997712	18.739255354693515
2966	c510b8ec-d8cc-464e-9c4b-589a51c7ffda	RIBD	RIBD	5.728363233410035	6.718153246397521	14.733066911181902
2967	c520c5bd-fbba-40c7-8b46-0dc6a3984b43	MRPS21-Father	MRPS21-Father	7.205985044173396	9.66405355320947	25.43517060933236
2968	c53f2d58-ad50-4830-9d5e-5ac8026ae13e	YKOK	DEN-WT	10.243332066956288	10.920320556261354	6.199346308720786
2969	c563dece-3b9b-495b-9a7d-f196bdc7e860	DEN-WT	DEN-WT	9.188817441240046	10.79550207400292	14.882907916177388
2970	c56f67d5-5a15-4a03-adf5-87e4b40e9fb2	SAM1	SAM1	9.679700107960397	11.6798942431699	17.12510484741045
2971	c58a4848-1b17-4a81-84aa-22b8856094a5	YDAO	YDAO	6.53249982814159	7.4680858599442415	12.527788905330517
2972	c59001a6-39cf-4de3-9a91-5be310bb230c	GUA1	GUA1	6.318797876519389	8.751779001017532	27.79984645653496
2973	c59330bb-57ae-4ad2-a0ac-2775ed465bd1	GUA1	GUA1	9.980798012114395	13.291537791263073	24.908628566101108
2974	c5b03bc1-1f40-4211-b2c8-158dba823301	YDAO	DEN-WT	7.573445514125251	7.825599143382465	3.222163883393414
2975	c5b84a86-96cf-4dd5-ac20-8bc009e5abc1	DEN-WT	DEN-WT	8.161677440809221	10.983845681508972	25.693808184603323
2976	c5c9f895-dc83-4ddd-bda9-1d517d6bf759	FTL6-WT	FTL6-WT	9.183683251384409	11.429335779463573	19.64814553890517
2977	c5cd00c0-5cc6-4b55-b785-5adfe695ea26	YVRC	YVRC	7.212199388992642	9.99808984551691	27.86422706306692
2978	c5e1577f-4934-4f0f-b984-601f506ac9f4	YVRC	YVRC	9.753953760447402	11.069657760331859	11.88567910924297
2979	c5f41540-5682-49ab-8de9-3511e09d6e90	DEN-WT	DEN-WT	8.95415919014793	11.74295126637169	23.74864727753771
2980	c5fd208d-4cb6-4ef2-a9bc-814c9ce9fc4c	GUA1	GUA1	9.877612999582187	12.135084881443538	18.602852010647094
2981	c60488cd-337f-46e8-93cf-611f7664ad61	LYSC	LYSC	6.368705733540412	7.4579339948594425	14.60495979274967
2982	c60ff7c9-44d6-43a4-9314-df18259e91c2	YVRC	YVRC	7.917448146352227	9.948056660959267	20.412112473947587
2983	c6100183-2058-4693-976c-8c1570f87466	TPP1-ThiM	TPP1-ThiM	10.913201598252224	15.222521026440276	28.308842015741785
2984	c616ffdd-3bd4-400e-af68-eb14fa4f4c0b	FTL6-WT	FTL6-WT	9.004717949789635	11.7075990037241	23.086553041957615
2985	c629077f-e0c4-472d-884c-4188d484a625	FTL6-WT	FTL6-WT	9.38345441665146	13.039676202740102	28.039206873253026
